sentiment,text,sentiment_label
3,if we can close down or postpone everything in the states if the stores can be drained of everyday items why cannot and take care of the fricking homeless situation in ca by quitting the screwing of the californians there is more than coronavirus,anger
2,government needs to revamp administration focus of nii niv and others to prioritise research for covid type of diseases india needs to prepare for it on war footing to ward of new threat type,fear
3,think tank complains coronavirus is killing globalization as we know it,anger
0,leave everything from bottom of ur heart say if situation then was so emergent that 4hrs notice lockdown was essential was it not priority of captainpm 2 consult state cms doers give some time 4 ppl 2 digest then implement lockdown more efficiently instead of what was done,sad
0,india has lost another gem today the biggest and finest music composer of bollywood sir has passed away due to covid 19 may allah swt rest soul in peace aameen twitter comdjhiea37au,sad
2,lmao italy is on lockdown trump is right about not worrying about the coronavirus idk bro i guess we are just going to get cured for free but please flex on us the fact that you spend money to get in an ambulance,fear
2,coronavirus forecasts are grim its going to get worse,fear
2,and the effect increased exposure to poses health biosafety and global security risks,fear
1,amazing descriptive sketch 19,joy
0,still obsessed are corona is there beware,sad
1,what a project in corona time this will detect your mask properly and monitor you you can not cheat with camera,joy
2,high risk the scope of shelby county residents who could need severe coronavirus care 6201156100memphishomehigh risk the scope of shelby county residents who could need severe coronavirus care,fear
0,hello im in because from lockdown so plz help me im hyderabad plz pensiveface pensiveface cryingface cryingface foldedhands foldedhands,sad
1,noida today 19,joy
2,and to think that in february my biggest concern about march was running out of plastic bags,fear
2,indonesian capital closes schools for two weeks due to coronavirus concerns,fear
3,instead of naming the virus correctly coronavirus trump purposely does what he does with everything he dislikes not putting aside how serious this is it is still politics to him that is why americas allies under trump are hard to come by,anger
2,abuses for c2 communication twitter comsslfhbl8ah,fear
0,lesson cost of living is never expensive it is the cost of lifestyle that is expensive,sad
0,now international community talks about new world order and globalization when every country suffer this danger pandameic i mean what is going on while priority should be how can defeat covid19 and how can tackle the going on circumstances,sad
3,student loan debt has nothing to do with the coronavirus this lady needs to shut up,anger
3,ben shapiro slams media for suggesting trump avoided this coronavirus question youre out of your mind are you kidding me has the msm completely lost their damn minds good grief,anger
3,i was fine when my work shut down i was fine just hanging around but the coronavirus has gone too far now that my apartment pool is closed,anger
3,hearing original joes restaurant in north beach just closed indefinitely and blasted rems its the end of the world as we know it as they shut the doors not sure whether to laugh or cry thanks for the tidbit,anger
1,great idea be care full pravate people chances of spread of corona infection in between gvmc wards red highly sensitive wards areas,joy
2,did you get your check yet why attacks on trumpsslow response to the virus are flooding my feed obamas former cdc director admitted sexual offender thomas frieden has condemned the us response to corona some people just do not know when to shut up,fear
